Moon;0.0123
Io;0.0150
Europa;0.00804
Ganymede;0.0248
Callisto;0.0180
Mimas;0.00000628
Enceladus;0.0000181
Tethys;0.000103
Dione;0.000183
Rhea;0.000386
Titan;0.0225
Iapetus;0.000302
Miranda;0.0000110
Ariel;0.000226
Umbriel;0.00020
Titania;0.00059
Oberon;0.000505
Triton;0.00358
Charon;0.000255
